0,1,2,3,4,5,6,7,8,9
0.019197,0.038511,0.19295,0.323367,0.261718,-0.10036,0.106925,0.463833,0.064084,-0.025146
0.006853,0.462474,-0.016878,0.649795,-1.347089,-0.30798400000000004,-0.119577,0.8555969999999999,0.375899,-0.09204
0.229043,-0.369751,0.484575,0.25017399999999995,0.261718,-0.01731,0.446679,0.232984,-0.123005,-0.126856
-0.104241,-0.055704,0.299642,0.391249,0.17234000000000002,0.314889,0.106925,0.220694,0.219991,0.368972
1.043737,-0.401156,0.4739060000000001,0.506215,0.261718,0.06573999999999999,-0.195078,0.51544,-0.8089970000000001,0.315303
8.314263,-0.087108,0.527252,0.6596420000000001,-3.134652,-0.432558,0.484429,0.4280310000000001,0.344717,-0.5199729999999999
0.167323,0.117022,0.047137,-0.174809,0.261718,0.771662,0.861934,-0.629371,-0.278912,0.327225
-0.301743,0.171981,0.285416,0.684706,0.17234000000000002,3.761451,1.805694,0.735474,1.373706,2.222665
0.031541,-0.346197,-0.009765,1.029902,0.08296100000000001,1.311485,0.257927,-0.5532229999999999,0.001721,1.172447
-0.252367,0.28189699999999995,0.146717,-0.082938,0.261718,-0.847807,-0.232828,-0.173497,0.594169,-0.550786
8.314263,-0.087108,0.527252,0.6596420000000001,-3.134652,0.024215,0.748682,0.430458,0.500624,-0.26122199999999995
0.907954,1.467426,0.37077,-1.242027,0.708609,-1.5952540000000002,-1.176589,0.15507,1.591976,-0.752131
0.117948,0.6273489999999999,0.075589,0.831628,0.261718,0.480988,0.257927,0.799875,0.375899,0.396555
-0.017834,0.23479,-0.180472,0.6210319999999999,0.261718,1.311485,0.55993,-0.481134,-0.5283640000000001,0.988136
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.480988,0.220177,0.489753,0.375899,0.4335640000000001
0.229043,0.807926,-0.052442,0.082634,0.261718,-0.723232,0.031425,0.5307,0.157628,-0.554656
0.624046,-0.071406,0.221401,-0.586246,0.887365,-1.512204,-0.987837,0.055955,1.280161,-0.763475
1.019049,0.211237,-0.155578,-0.311855,0.261718,0.356414,0.295677,-1.91038,-1.49499,0.266407
-0.079554,0.187683,0.335206,0.745008,0.17234000000000002,0.231839,0.748682,1.03917,2.059698,-0.049883
0.15498,-0.471816,0.50947,1.205082,0.261718,0.107265,-0.044076,-0.188544,-0.87136,0.255148
-0.128929,-0.040001,0.057807,0.557894,0.261718,-0.224934,0.408929,1.535389,2.246787,-0.291167
0.624046,-0.071406,0.221401,-0.586246,0.887365,-0.01731,-1.063338,-1.183738,0.344717,0.783717
0.451232,-0.26768600000000004,0.335206,-0.8313360000000001,0.261718,-1.013906,0.673182,-1.918204,-0.341275,-1.152096
-0.017834,-0.275537,0.388552,0.949727,0.261718,0.314889,-0.157328,0.683461,0.001721,0.496961
-0.128929,0.022808,0.19295,0.837775,0.261718,0.854712,0.069175,0.042267,-0.154186,0.8569030000000001
-3.054421,-0.354049,0.26407800000000003,-1.957305,-1.078955,-3.546922,-2.9131080000000003,-1.197524,-2.180982,-4.0328870000000006
-0.338774,-0.26768600000000004,0.441898,0.616019,0.440474,-0.183409,-1.138838,1.725699,2.402694,0.722296
-0.202992,-0.338346,0.434785,-0.184417,0.08296100000000001,0.647088,0.257927,0.5217689999999999,0.095265,0.57409
0.759828,-0.134216,0.114709,-0.542563,0.797987,-0.8062819999999999,-0.912336,-0.812905,1.436069,-0.112992
-0.06721,-0.149918,0.32098000000000004,0.118589,0.261718,-0.391033,0.144676,-1.50784,-1.214356,-0.313409
0.019197,0.077766,0.349432,-0.356523,0.261718,0.314889,0.144676,-0.32649,0.126447,0.318931
0.192011,-0.259834,0.402778,-0.06592999999999999,0.261718,-0.183409,0.295677,-0.488104,0.282354,-0.202815
-2.4495720000000003,4.835583,0.352988,0.048976,-2.419627,-2.6749,-2.648855,2.4344200000000003,-2.118619,-3.506186
-3.498799,-0.573882,0.356544,0.750648,-4.9222150000000005,1.26996,0.710932,0.463348,-0.341275,0.862461
-0.178304,-0.189174,0.26407800000000003,-0.6404920000000001,0.17234000000000002,1.020811,0.182426,-1.6674349999999998,-1.993893,0.942495
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.05883500000000001,-0.459331,1.056295,0.937165,0.339268
0.09326,-0.087108,-2.268081,-0.164963,0.261718,0.480988,0.7864329999999999,0.197202,0.095265,0.108967
-0.030178,-0.220579,0.242739,1.988271,0.17234000000000002,0.937762,-0.270579,0.996437,0.344717,1.168589
-3.498799,0.43107,0.466793,0.713201,-4.9222150000000005,-0.557133,0.52218,0.069235,-2.087438,-0.6532180000000001
-0.141273,0.250492,0.406334,1.250286,-2.687761,0.647088,0.899684,0.531943,1.498432,0.1958
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.190314,-0.4970810000000001,0.08115599999999999,-0.403638,0.597381
0.426544,-0.055704,-0.08445,0.139087,0.976743,0.231839,-1.063338,0.094552,0.7500760000000001,1.046072
0.512951,-0.416858,0.125378,0.549719,0.976743,-1.22153,-1.176589,1.056198,1.124254,-0.365354
0.09326,0.329004,0.271191,-0.8135220000000001,0.17234000000000002,0.273364,0.295677,0.419469,0.032902,0.207843
0.599358,0.7529680000000001,0.008017,-1.737905,-0.095795,-1.38763,-0.157328,-1.946124,-1.2455379999999998,-1.077439
0.229043,0.124874,0.182281,0.686496,0.261718,-0.349509,0.182426,-0.93493,-1.650897,-0.302462
-0.351118,0.022808,0.171611,1.1519700000000002,0.261718,-0.05883500000000001,0.371178,0.178738,0.999528,-0.107832
0.25373,0.336855,0.086258,-0.979571,0.261718,-0.391033,0.408929,-0.7398640000000001,0.531806,-0.451452
-0.104241,0.23479,0.214288,0.31402800000000003,0.17234000000000002,0.273364,0.673182,-0.458612,0.157628,-0.000807
-0.351118,-0.244132,0.594823,1.592678,0.797987,0.854712,-1.28984,0.5998,1.841428,1.870282
-0.128929,-0.511072,0.342319,0.170775,0.261718,1.26996,0.333428,-0.824903,-0.216549,1.0700379999999998
-0.141273,0.7294149999999999,0.07914500000000001,0.15170899999999998,0.261718,0.522513,-0.044076,-0.217045,0.18881,0.637778
0.13029200000000002,-0.024299,0.246296,0.121006,0.08296100000000001,-0.05883500000000001,-0.044076,0.228499,-0.154186,0.112704
-0.573307,0.376111,0.057807,0.047395,0.261718,-0.557133,0.031425,0.821465,0.62535,-0.411272
-3.498799,0.148427,-3.210528,-0.293087,-4.9222150000000005,0.356414,-1.403091,-0.137015,-0.621908,1.415828
-0.26471100000000003,-0.275537,0.384996,1.343918,0.261718,2.515706,0.144676,-1.95189,-1.869167,2.3220240000000003
0.17966700000000002,-0.173471,0.121822,-1.139205,0.17234000000000002,-1.013906,-0.006326,-0.380524,0.095265,-0.801376
-3.498799,0.391814,0.3743260000000001,-5.440122,0.261718,-0.598658,0.031425,0.6389020000000001,0.718895,-0.435937
0.142636,-0.000745,0.153829,0.955845,0.261718,0.06573999999999999,0.484429,0.869926,0.531806,-0.07964700000000001
0.13029200000000002,-0.071406,0.214288,0.915742,0.261718,0.397939,0.371178,0.986845,0.344717,0.274134
0.080916,0.014957,0.064919,0.346104,0.17234000000000002,0.273364,0.295677,0.149925,0.032902,0.229144
0.229043,0.242641,0.089814,0.12023,0.261718,0.14879,0.333428,0.544233,0.126447,0.084061
0.105604,-0.087108,0.367214,1.522618,0.261718,1.145386,0.069175,0.307733,-0.216549,1.136643
0.09326,0.329004,0.271191,-0.8135220000000001,0.17234000000000002,1.26996,0.673182,-0.8917309999999999,-0.154186,0.8596520000000001
-0.289399,-0.424709,0.107596,0.666147,0.17234000000000002,0.273364,0.408929,0.379201,-0.029461,0.144204
0.57467,-0.134216,0.160942,1.252465,0.976743,0.480988,-0.950086,1.178184,1.186617,1.239823
0.47592,-0.4325600000000001,0.114709,-0.8709600000000001,0.976743,-1.30458,-0.4970810000000001,-1.428975,0.500624,-0.829464
0.117948,0.06991499999999999,0.338762,-1.2960040000000002,0.261718,-1.38763,0.408929,-0.135889,0.438262,-1.318264
-0.017834,-0.354049,0.42056,-0.176032,0.261718,-0.6401819999999999,0.220177,-0.932057,-0.715453,-0.5758489999999999
-0.116585,-0.07925700000000001,0.381439,1.540879,0.17234000000000002,1.0623360000000002,1.126187,0.62766,1.623157,0.5203720000000001
0.229043,0.014957,0.395665,-1.399572,0.08296100000000001,-0.515608,0.069175,-1.221793,0.18881,-0.374408
8.314263,-0.087108,0.527252,0.6596420000000001,-3.134652,-0.8062819999999999,0.031425,0.416732,0.001721,-0.637306
0.080916,0.077766,0.050694,0.857319,-1.257711,0.190314,-0.006326,0.08076699999999999,-0.154186,0.292615
0.068573,0.148427,0.111153,0.179577,0.261718,-0.598658,-0.119577,-0.087234,-0.8089970000000001,-0.359568
-0.030178,0.30545100000000003,-3.203415,-0.130828,0.17234000000000002,0.314889,-2.837607,0.601761,0.001721,-1.686898
0.006853,-0.668096,0.477462,1.62168,0.17234000000000002,2.141982,0.144676,-0.24813,-0.684271,1.989989
